lieu,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
"120 Boulevard Rochechouart, 75018 Paris",48.882304,2.340167,120 Boulevard Marguerite de Rochechouart 75018 Paris,0.7289310873440284,,housenumber,75118_8288_00120,120,120 Boulevard Marguerite de Rochechouart,Boulevard Marguerite de Rochechouart,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
"45, rue la Boétie, 75008 Paris",48.873528,2.314195,45 Rue la Boétie 75008 Paris,0.9735745454545454,0.5421112416851441,housenumber,75108_5194_00045,45,45 Rue la Boétie,Rue la Boétie,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"119 rue La Fayette, 75010 Paris",48.878354,2.352993,119 Rue la Fayette 75010 Paris,0.9786190909090908,,housenumber,75110_5240_00119,119,119 Rue la Fayette,Rue la Fayette,75010,Paris,"75, Paris, Île-de-France",75110,,,Paris 10e Arrondissement,ok
"63, boulevard de Belleville, 75011 Paris",48.870187,2.378738,63 Boulevard de Belleville 75011 Paris,0.9756918181818182,,housenumber,75111_0832_00063,63,63 Boulevard de Belleville,Boulevard de Belleville,75011,Paris,"75, Paris, Île-de-France",75111,,,Paris 11e Arrondissement,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"5, rue du Plateau, 75019 Paris",48.877926,2.385191,5 Rue du Plateau 75019 Paris,0.9762772727272725,0.704110320855615,housenumber,75119_7528_00005,5,5 Rue du Plateau,Rue du Plateau,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"29 rue Debussy, 17000 La rochelle",46.159398,-1.13624,29 Rue Debussy 17000 La Rochelle,0.9700627272727272,,housenumber,17300_2360_00029,29,29 Rue Debussy,Rue Debussy,17000,La Rochelle,"17, Charente-Maritime, Nouvelle-Aquitaine",17300,,,,ok
"1 boulevard Poissonnière, 75002 Paris",48.870556,2.347666,1 Boulevard Poissonnière 75002 Paris,0.962241818181818,0.63990331002331,housenumber,75102_7560_00001,1,1 Boulevard Poissonnière,Boulevard Poissonnière,75002,Paris,"75, Paris, Île-de-France",75102,,,Paris 2e Arrondissement,ok
"252 rue du faubourg Saint-Honoré, 75008 Paris",48.87695,2.30101,252 Rue du Faubourg Saint-Honoré 75008 Paris,0.9762754545454545,,housenumber,75108_3518_00252,252,252 Rue du Faubourg Saint-Honoré,Rue du Faubourg Saint-Honoré,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"39 rue Broca, 75005 Paris",48.837954,2.34788,39 Rue Broca 75005 Paris,0.9714045454545455,,housenumber,75105_1313_00039,39,39 Rue Broca,Rue Broca,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"134 avenue Anatole-France, 93600 Aulnay sous bois",48.940586,2.496291,134 Avenue Anatole France 93600 Aulnay-sous-Bois,0.9770927272727272,,housenumber,93005_0120_00134,134,134 Avenue Anatole France,Avenue Anatole France,93600,Aulnay-sous-Bois,"93, Seine-Saint-Denis, Île-de-France",93005,,,,ok
"Île Seguin, 92100 Boulogne billancourt",48.827741,2.234805,Cours de l'Ile Seguin 92100 Boulogne-Billancourt,0.7622158607350096,0.684688347107438,street,92012_8534,,Cours de l'Ile Seguin,Cours de l'Ile Seguin,92100,Boulogne-Billancourt,"92, Hauts-de-Seine, Île-de-France",92012,,,,ok
"15 Boulevard Aristide Briand, 92400 Courbevoie",48.899883,2.259136,15 Boulevard Aristide Briand 92400 Courbevoie,0.97114,,housenumber,92026_0075_00015,15,15 Boulevard Aristide Briand,Boulevard Aristide Briand,92400,Courbevoie,"92, Hauts-de-Seine, Île-de-France",92026,,,,ok
"5, rue du Plateau, 75019 Paris",48.877926,2.385191,5 Rue du Plateau 75019 Paris,0.9762772727272725,0.704110320855615,housenumber,75119_7528_00005,5,5 Rue du Plateau,Rue du Plateau,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"33 rue Ferrari, 13005 Marseille",43.293883,5.388566,33 Rue ferrari 13005 Marseille,0.9752390909090908,,housenumber,13205_3455_00033,33,33 Rue ferrari,Rue ferrari,13005,Marseille,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",13205,,,Marseille 5e Arrondissement,ok
"Place de la Porte de Versailles, 75015 Paris",48.832015,2.288055,Place de la Porte de Versailles 75015 Paris,0.9714990909090908,0.8843031620553359,street,75115_7707,,Place de la Porte de Versailles,Place de la Porte de Versailles,75015,Paris,"75, Paris, Île-de-France",75115,,,Paris 15e Arrondissement,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"place Auguste Selle, 59220 Denain",50.324007,3.376204,Cour Cel 59220 Denain,0.3872476167076167,,street,59172_z1iky3,,Cour Cel,Cour Cel,59220,Denain,"59, Nord, Hauts-de-France",59172,,,,ok
"12 rue Louis Armand, 91220 Brétigny sur orge",48.621399,2.30965,12 Rue Louis Armand 91220 Brétigny-sur-Orge,0.9604663636363636,,housenumber,91103_1722_00012,12,12 Rue Louis Armand,Rue Louis Armand,91220,Brétigny-sur-Orge,"91, Essonne, Île-de-France",91103,,,,ok
"1 rue Maryse Bastié, 69500 Bron",45.726921,4.920796,1 Rue Maryse Bastié 69500 Bron,0.9669790909090908,,housenumber,69029_1192_00001,1,1 Rue Maryse Bastié,Rue Maryse Bastié,69500,Bron,"69, Rhône, Auvergne-Rhône-Alpes",69029,,,,ok
"296 rue Saint Honoré, 75001 Paris",48.864954,2.332239,296 Rue Saint-Honoré 75001 Paris,0.9734536363636364,0.6508250776053215,housenumber,75101_8635_00296,296,296 Rue Saint-Honoré,Rue Saint-Honoré,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"1 place du bicentenaire de la révolution Française, 93290 Tremblay en france",48.942762,2.570412,1 Pl B Revolution Francaise 93290 Tremblay-en-France,0.632028947368421,0.5257641204250295,housenumber,93073_p3ig3f_00001,1,1 Pl B Revolution Francaise,Pl B Revolution Francaise,93290,Tremblay-en-France,"93, Seine-Saint-Denis, Île-de-France",93073,,,,ok
"17 rue des Carmes, 75005 Paris",48.848424,2.347335,17 Rue des Carmes 75005 Paris,0.9692099999999999,0.7221073796791443,housenumber,75105_1554_00017,17,17 Rue des Carmes,Rue des Carmes,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"Pavillon Gabriel – Cour d’honneur du château, 78000 Versailles",48.811134,2.154707,Allée Gabriel Fauré 78000 Versailles,0.4288899173553719,0.4173360208643815,street,78646_1132,,Allée Gabriel Fauré,Allée Gabriel Fauré,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
"1 Avenue Louis Aragon, 91130 Ris orangis",48.637104,2.404611,1 Rue Louis Aragon 91130 Ris-Orangis,0.7968045454545454,0.5128909090909091,housenumber,91521_5l76vx_00001,1,1 Rue Louis Aragon,Rue Louis Aragon,91130,Ris-Orangis,"91, Essonne, Île-de-France",91521,,,,ok
"78, rue Cardinet, 75017 Paris",48.884204,2.309259,78 Rue Cardinet 75017 Paris,0.9827790909090908,0.7859396480938415,housenumber,75117_1550_00078,78,78 Rue Cardinet,Rue Cardinet,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"41 rue du docteur Maurice Tènine, 94260 Fresnes",48.75525,2.326389,41 Rue Maurice Ténine 94260 Fresnes,0.7473423232323232,,housenumber,94034_6150_00041,41,41 Rue Maurice Ténine,Rue Maurice Ténine,94260,Fresnes,"94, Val-de-Marne, Île-de-France",94034,,,,ok
"980 Avenue du Général de Gaulle, 78370 Plaisir",48.823212,1.958436,980 Avenue du Général de Gaulle 78370 Plaisir,0.9627490909090908,,housenumber,78490_0686_00980,980,980 Avenue du Général de Gaulle,Avenue du Général de Gaulle,78370,Plaisir,"78, Yvelines, Île-de-France",78490,,,,ok
"1 place de france, 91300 Massy",48.731764,2.289592,1 Place de France 91300 Massy,0.9627763636363635,0.6504807792207792,housenumber,91377_1770_00001,1,1 Place de France,Place de France,91300,Massy,"91, Essonne, Île-de-France",91377,,,,ok
"211, Avenue Jean Jaurès, 75019 Paris",48.888952,2.392454,211 Avenue Jean Jaurès 75019 Paris,0.9847118181818181,0.8149116707616707,housenumber,75119_4903_00211,211,211 Avenue Jean Jaurès,Avenue Jean Jaurès,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
"1, Rue Léon Gambetta, 59273 Fretin",50.556894,3.13032,1 Rue Léon Gambetta 59273 Fretin,0.9610445454545453,,housenumber,59256_0240_00001,1,1 Rue Léon Gambetta,Rue Léon Gambetta,59273,Fretin,"59, Nord, Hauts-de-France",59256,,,,ok
"Boulevard de Normandie, 27000 Evreux",49.018829,1.140355,Boulevard de Normandie 27000 Évreux,0.9668227272727271,0.5952722924901186,street,27229_2380,,Boulevard de Normandie,Boulevard de Normandie,27000,Évreux,"27, Eure, Normandie",27229,,,,ok
"44 bd des Batignolles, 75017 Paris",48.885791,2.319659,44 Rue des Batignolles 75017 Paris,0.8008068686868686,0.7724118181818181,housenumber,75117_0720_00044,44,44 Rue des Batignolles,Rue des Batignolles,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"95 rue de Passy, 75016 Paris",48.858046,2.275407,95 Rue de Passy 75016 Paris,0.9795318181818181,0.6922190909090907,housenumber,75116_7087_00095,95,95 Rue de Passy,Rue de Passy,75016,Paris,"75, Paris, Île-de-France",75116,,,Paris 16e Arrondissement,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"3 av de Ceinture, 95880 Enghien les bains",48.970185,2.303335,3 Avenue de Ceinture 95880 Enghien-les-Bains,0.8429503305785123,0.7144049407114624,housenumber,95210_0150_00003,3,3 Avenue de Ceinture,Avenue de Ceinture,95880,Enghien-les-Bains,"95, Val-d'Oise, Île-de-France",95210,,,,ok
"Chateau de Versailles, 78000 Versailles",48.800878,2.12262,Rue du Vieux Versailles 78000 Versailles,0.656504466403162,0.591943953488372,street,78646_3180,,Rue du Vieux Versailles,Rue du Vieux Versailles,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
"252 rue du faubourg Saint-Honoré, 75008 Paris",48.87695,2.30101,252 Rue du Faubourg Saint-Honoré 75008 Paris,0.9762754545454545,,housenumber,75108_3518_00252,252,252 Rue du Faubourg Saint-Honoré,Rue du Faubourg Saint-Honoré,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"32 rue Richer, 75009 Paris",48.87409,2.344904,32 Rue Richer 75009 Paris,0.9720799999999999,,housenumber,75109_8218_00032,32,32 Rue Richer,Rue Richer,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
"15, avenue Montaigne, 75008 Paris",48.865672,2.303279,15 Avenue Montaigne 75008 Paris,0.9707127272727273,,housenumber,75108_6450_00015,15,15 Avenue Montaigne,Avenue Montaigne,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"Rue Cardinal Richaud, 33300 Bordeaux",44.887381,-0.564287,Rue Cardinal Richaud 33300 Bordeaux,0.9670699999999999,,street,33063_1578,,Rue Cardinal Richaud,Rue Cardinal Richaud,33300,Bordeaux,"33, Gironde, Nouvelle-Aquitaine",33063,,,,ok
"10 boulevard Montmartre, 75009 Paris",48.871839,2.341972,10 Boulevard Montmartre 75009 Paris,0.9654145454545453,0.5570169696969697,housenumber,75109_6510_00010,10,10 Boulevard Montmartre,Boulevard Montmartre,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
"45, rue la Boétie, 75008 Paris",48.873528,2.314195,45 Rue la Boétie 75008 Paris,0.9735745454545454,0.5421112416851441,housenumber,75108_5194_00045,45,45 Rue la Boétie,Rue la Boétie,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"5 rue des Salorges, 44100 Nantes",47.204696,-1.5757,5 Rue des Salorges 44100 Nantes,0.9755645454545454,0.7276852088452088,housenumber,44109_7804_00005,5,5 Rue des Salorges,Rue des Salorges,44100,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,,ok
"58 rue des Lombards, 75001 Paris",48.859848,2.347811,58 Rue des Lombards 75001 Paris,0.9627390909090908,,housenumber,75101_5738_00058,58,58 Rue des Lombards,Rue des Lombards,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"8 bis av Louis Bréguet, 78140 Vélizy villacoublay",48.782374,2.178907,8bis Avenue Louis Bréguet 78140 Vélizy-Villacoublay,0.8132142538593482,0.7034929292929292,housenumber,78640_0374_00008_bis,8bis,8bis Avenue Louis Bréguet,Avenue Louis Bréguet,78140,Vélizy-Villacoublay,"78, Yvelines, Île-de-France",78640,,,,ok
"7 Rue des Augustins, 64100 Bayonne",43.489135,-1.475917,7 Rue des Augustins 64100 Bayonne,0.9670736363636364,0.4996355391120507,housenumber,64102_0210_00007,7,7 Rue des Augustins,Rue des Augustins,64100,Bayonne,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",64102,,,,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"23, rue de Paris, 94340 Joinville le pont",48.818187,2.466932,23 Rue de Paris 94340 Joinville-le-Pont,0.9695136363636363,,housenumber,94042_7125_00023,23,23 Rue de Paris,Rue de Paris,94340,Joinville-le-Pont,"94, Val-de-Marne, Île-de-France",94042,,,,ok
"134 avenue Anatole-France, 93600 Aulnay sous bois",48.940586,2.496291,134 Avenue Anatole France 93600 Aulnay-sous-Bois,0.9770927272727272,,housenumber,93005_0120_00134,134,134 Avenue Anatole France,Avenue Anatole France,93600,Aulnay-sous-Bois,"93, Seine-Saint-Denis, Île-de-France",93005,,,,ok
"7 Avenue Duru, 94480 Ablon sur seine",48.724181,2.420302,7 Avenue Auguste Duru 94480 Ablon-sur-Seine,0.7852207359307359,0.6295970824524313,housenumber,94001_0020_00007,7,7 Avenue Auguste Duru,Avenue Auguste Duru,94480,Ablon-sur-Seine,"94, Val-de-Marne, Île-de-France",94001,,,,ok
"145 rue saint Honoré, 75001 Paris",48.861848,2.340199,145 Rue Saint-Honoré 75001 Paris,0.9734536363636364,0.6508250776053215,housenumber,75101_8635_00145,145,145 Rue Saint-Honoré,Rue Saint-Honoré,75001,Paris,"75, Paris, Île-de-France",75101,,,Paris 1er Arrondissement,ok
"75 rue Forest, 08000 Charleville-mézières",49.774882,4.72732,75 Rue Forest 08000 Charleville-Mézières,0.9689663636363636,0.8012068076109936,housenumber,08105_1371_00075,75,75 Rue Forest,Rue Forest,08000,Charleville-Mézières,"08, Ardennes, Grand Est",08105,,,,ok
"109 rue des Haies, 75020 Paris",48.855943,2.404293,109 Rue des Haies 75020 Paris,0.9816599999999999,0.7636836363636363,housenumber,75120_4452_00109,109,109 Rue des Haies,Rue des Haies,75020,Paris,"75, Paris, Île-de-France",75120,,,Paris 20e Arrondissement,ok
"Rue du Presbytère, 67500 Haguenau",48.812952,7.785995,Rue du Presbytere 67500 Haguenau,0.9621809090909091,,street,67180_2440,,Rue du Presbytere,Rue du Presbytere,67500,Haguenau,"67, Bas-Rhin, Grand Est",67180,,,,ok
"7 Rue des Augustins, 64100 Bayonne",43.489135,-1.475917,7 Rue des Augustins 64100 Bayonne,0.9670736363636364,0.4996355391120507,housenumber,64102_0210_00007,7,7 Rue des Augustins,Rue des Augustins,64100,Bayonne,"64, Pyrénées-Atlantiques, Nouvelle-Aquitaine",64102,,,,ok
"13 rue Charlevoix de Villers, 33300 Bordeaux",44.87068,-0.548457,13 Rue Charlevoix de Villers 33300 Bordeaux,0.9753999999999999,,housenumber,33063_1980_00013,13,13 Rue Charlevoix de Villers,Rue Charlevoix de Villers,33300,Bordeaux,"33, Gironde, Nouvelle-Aquitaine",33063,,,,ok
"1 Avenue Louis Aragon, 91130 Ris orangis",48.637104,2.404611,1 Rue Louis Aragon 91130 Ris-Orangis,0.7968045454545454,0.5128909090909091,housenumber,91521_5l76vx_00001,1,1 Rue Louis Aragon,Rue Louis Aragon,91130,Ris-Orangis,"91, Essonne, Île-de-France",91521,,,,ok
"Avenue du Cardinal Lavigerie, 13470 Carnoux en provence",43.264665,5.579379,Avenue du Verdon 13470 Carnoux-en-Provence,0.6151569592476489,0.6135160501567397,street,13119_0350,,Avenue du Verdon,Avenue du Verdon,13470,Carnoux-en-Provence,"13, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",13119,,,,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"12 rue Louis Armand, 91220 Brétigny sur orge",48.621399,2.30965,12 Rue Louis Armand 91220 Brétigny-sur-Orge,0.9604663636363636,,housenumber,91103_1722_00012,12,12 Rue Louis Armand,Rue Louis Armand,91220,Brétigny-sur-Orge,"91, Essonne, Île-de-France",91103,,,,ok
"12 rue Pasteur, 95350 Saint-brice sous forêt",48.999577,2.358993,12 Rue Pasteur 95350 Saint-Brice-sous-Forêt,0.955981818181818,,housenumber,95539_0376_00012,12,12 Rue Pasteur,Rue Pasteur,95350,Saint-Brice-sous-Forêt,"95, Val-d'Oise, Île-de-France",95539,,,,ok
"24 boulevard de l'Hôtel de ville, 93290 Tremblay en france",48.950683,2.572507,24 Boulevard de l'Hotel de Ville 93290 Tremblay-en-France,0.9647236363636363,,housenumber,93073_0723_00024,24,24 Boulevard de l'Hotel de Ville,Boulevard de l'Hotel de Ville,93290,Tremblay-en-France,"93, Seine-Saint-Denis, Île-de-France",93073,,,,ok
"3 Place du 11 Novembre, 92240 Malakoff",48.821161,2.30155,3 Place du 11 Novembre 92240 Malakoff,0.9599845454545453,,housenumber,92046_6850_00003,3,3 Place du 11 Novembre,Place du 11 Novembre,92240,Malakoff,"92, Hauts-de-Seine, Île-de-France",92046,,,,ok
"11 Avenue Raymond Badiou, 31300 Toulouse",43.59921,1.408371,11 Avenue Raymond Badiou 31300 Toulouse,0.9753854545454544,,housenumber,31555_7305_00011,11,11 Avenue Raymond Badiou,Avenue Raymond Badiou,31300,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,,ok
"1 boulevard Poissonnière, 75002 Paris",48.870556,2.347666,1 Boulevard Poissonnière 75002 Paris,0.962241818181818,0.63990331002331,housenumber,75102_7560_00001,1,1 Boulevard Poissonnière,Boulevard Poissonnière,75002,Paris,"75, Paris, Île-de-France",75102,,,Paris 2e Arrondissement,ok
"75 rue Forest, 08000 Charleville-mézières",49.774882,4.72732,75 Rue Forest 08000 Charleville-Mézières,0.9689663636363636,0.8012068076109936,housenumber,08105_1371_00075,75,75 Rue Forest,Rue Forest,08000,Charleville-Mézières,"08, Ardennes, Grand Est",08105,,,,ok
"1 rue du 4 fevrier, 68500 Guebwiller",47.905522,7.214504,1 Rue du 4 Février 68500 Guebwiller,0.9513854545454544,,housenumber,68112_1040_00001,1,1 Rue du 4 Février,Rue du 4 Février,68500,Guebwiller,"68, Haut-Rhin, Grand Est",68112,,,,ok
"84 avenue de Verdun, 77610 Fontenay trésigny",48.704506,2.880374,84 Avenue de Verdun 77610 Fontenay-Trésigny,0.9662599999999999,,housenumber,77192_0680_00084,84,84 Avenue de Verdun,Avenue de Verdun,77610,Fontenay-Trésigny,"77, Seine-et-Marne, Île-de-France",77192,,,,ok
"11 bis rue du Coq Français, 93260 Les lilas",48.878457,2.414878,11bis Rue du Coq Francais 93260 Les Lilas,0.9016358441558441,,housenumber,93045_1470_00011_bis,11bis,11bis Rue du Coq Francais,Rue du Coq Francais,93260,Les Lilas,"93, Seine-Saint-Denis, Île-de-France",93045,,,,ok
"12 rue Louis Armand, 91220 Brétigny sur orge",48.621399,2.30965,12 Rue Louis Armand 91220 Brétigny-sur-Orge,0.9604663636363636,,housenumber,91103_1722_00012,12,12 Rue Louis Armand,Rue Louis Armand,91220,Brétigny-sur-Orge,"91, Essonne, Île-de-France",91103,,,,ok
"45, rue la Boétie, 75008 Paris",48.873528,2.314195,45 Rue la Boétie 75008 Paris,0.9735745454545454,0.5421112416851441,housenumber,75108_5194_00045,45,45 Rue la Boétie,Rue la Boétie,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"2 Port Montebello, 75005 Paris",48.851503,2.351091,2 Port de Montebello 75005 Paris,0.8747725513196479,,housenumber,75105_6471_00002,2,2 Port de Montebello,Port de Montebello,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
"Chateau de Versailles, 78000 Versailles",48.800878,2.12262,Rue du Vieux Versailles 78000 Versailles,0.656504466403162,0.591943953488372,street,78646_3180,,Rue du Vieux Versailles,Rue du Vieux Versailles,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
"5 rue de Valmy, 44000 Nantes",47.213291,-1.544019,5 Rue de Valmy 44000 Nantes,0.9698709090909091,,housenumber,44109_8292_00005,5,5 Rue de Valmy,Rue de Valmy,44000,Nantes,"44, Loire-Atlantique, Pays de la Loire",44109,,,,ok
"8 bis rue Saint Augustin, 06300 Nice",43.699328,7.279225,8bis Rue Saint-Augustin 06300 Nice,0.8950151948051948,0.7440579606879606,housenumber,06088_5705_00008_bis,8bis,8bis Rue Saint-Augustin,Rue Saint-Augustin,06300,Nice,"06, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",06088,,,,ok
"78, rue Cardinet, 75017 Paris",48.884204,2.309259,78 Rue Cardinet 75017 Paris,0.9827790909090908,0.7859396480938415,housenumber,75117_1550_00078,78,78 Rue Cardinet,Rue Cardinet,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
"2 A rue aux Maigres, 77700 Bailly romainvilliers",48.847158,2.824613,2a Rue aux Maigres 77700 Bailly-Romainvilliers,0.8998829206963249,,housenumber,77018_0015_00002_a,2a,2a Rue aux Maigres,Rue aux Maigres,77700,Bailly-Romainvilliers,"77, Seine-et-Marne, Île-de-France",77018,,,,ok
"5, Rue Edouard Poisson, 93300 Aubervilliers",48.91048,2.384696,5 Rue Edouard Poisson 93300 Aubervilliers,0.9668190909090909,,housenumber,93001_3135_00005,5,5 Rue Edouard Poisson,Rue Edouard Poisson,93300,Aubervilliers,"93, Seine-Saint-Denis, Île-de-France",93001,,,,ok
"20 avenue Général de Gaulle, 91160 Longjumeau",48.695547,2.298761,20 Avenue du Général de Gaulle 91160 Longjumeau,0.9072705533596838,,housenumber,91345_0730_00020,20,20 Avenue du Général de Gaulle,Avenue du Général de Gaulle,91160,Longjumeau,"91, Essonne, Île-de-France",91345,,,,ok
"2 place rené friedel, 67150 Erstein",48.422182,7.662354,2 Place René Friedel 67150 Erstein,0.9525890909090909,,housenumber,67130_0693_00002,2,2 Place René Friedel,Place René Friedel,67150,Erstein,"67, Bas-Rhin, Grand Est",67130,,,,ok
"45, rue la Boétie, 75008 Paris",48.873528,2.314195,45 Rue la Boétie 75008 Paris,0.9735745454545454,0.5421112416851441,housenumber,75108_5194_00045,45,45 Rue la Boétie,Rue la Boétie,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
"Pavillon Gabriel – Cour d’honneur du château, 78000 Versailles",48.811134,2.154707,Allée Gabriel Fauré 78000 Versailles,0.4288899173553719,0.4173360208643815,street,78646_1132,,Allée Gabriel Fauré,Allée Gabriel Fauré,78000,Versailles,"78, Yvelines, Île-de-France",78646,,,,ok
"15 Boulevard Aristide Briand, 92400 Courbevoie",48.899883,2.259136,15 Boulevard Aristide Briand 92400 Courbevoie,0.97114,,housenumber,92026_0075_00015,15,15 Boulevard Aristide Briand,Boulevard Aristide Briand,92400,Courbevoie,"92, Hauts-de-Seine, Île-de-France",92026,,,,ok
"1-5, place de la Libération, 93150 Le blanc mesnil",48.943472,2.466627,Place de la Libération 93150 Le Blanc-Mesnil,0.887048742746615,,street,93007_1545,,Place de la Libération,Place de la Libération,93150,Le Blanc-Mesnil,"93, Seine-Saint-Denis, Île-de-France",93007,,,,ok
